,username,tweet,retweet,favorites
103,Melati15,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
104,Kodyaboby,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
105,#Ngopi,"b""RT @geloraco: Gelap Gulita Parpol 'Tembak' Gatot Nurmantyo untuk Pilpres 2024\nhttps://t.co/4GKNDxmQQG""",3,0
106,Sule Natapraja,b'RT @SantorinisSun: Kenyataan pahit seringkali dialami oleh seorg yg kapasitas sebenarnya cuma sebatas pion!\nDibutuhkan utk maju paling dpn\xe2\x80\xa6',26,0
107,TOM & JERRY,"b""RT @geloraco: Gelap Gulita Parpol 'Tembak' Gatot Nurmantyo untuk Pilpres 2024\nhttps://t.co/4GKNDxmQQG""",3,0
108,#Indigeneous_Prosperity,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
109,GnW,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
110,EYANG KAKUNG 2,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
111,Nursha,b'RT @tjeeeloup: Apakah ada parpol yg berani demo ke istana negara selain PDIP?\n\nBagiku parpol oposisi terbaik adalah PDIP.\n\nDorong parpol u/\xe2\x80\xa6',4,0
112,Dirwan Rosdi,"b'@Hendra70840212 @BERKARYA_NET yg sambil kerja mah dikit, sasanya dibayarin otu.\nmangnya ada yg maksa #MahasiswaMatiSuri  untuk berdemo yah ? \nini khan cuma nyampein aja kalo ternyata generasi sekarang ini #MahasiswaMatiSuri beneran.  Cuma bisa netek ngandalin aksi generasi tua lewat parpol yg kesumpel salak.'",0,0
113,GELORA NEWS,"b""Gelap Gulita Parpol 'Tembak' Gatot Nurmantyo untuk Pilpres 2024\nhttps://t.co/4GKNDxmQQG""",3,16
114,TJELOUP ™,b'RT @ohidtttoha: @tjeeeloup Ini aku setuju pakai banget. Parpol pura pura bahagia dengan keadaan sekarang. Nurani mereka sudah ngak peka. An\xe2\x80\xa6',1,0
115,Iriansyah 🇮🇩🇦🇪,"b'@tjeeeloup Bukan gak mau berjuang , tapi Parpol takut mati rejekinya \xf0\x9f\xa4\xa3'",0,0
116,ohidtoha,"b'@tjeeeloup Ini aku setuju pakai banget. Parpol pura pura bahagia dengan keadaan sekarang. Nurani mereka sudah ngak peka. Anggota parlemen yg notabene perwakilan rakyat  sdh belagu,, mereka abai dengan perasaan dan penderitaan rakyat yg diwakilinya.\nRakyat hanya mereka butuhkan saat pemilu'",1,0
117,Dimdim,b'@detikcom Setelah ada gelandangan politik sekarang muncul pengemis politik sudah gak fokus mimpin daerah masing2 tp ngemis ke parpol biar bisa nyapres',0,0
118,ꦩꦺꦴꦃꦥ꦳ꦃꦫꦸꦭ꧀,"b'@AlghifAqsa Bu mega itu mau mengajarkan ke kita bahwa tidak perlu kamu ngerjain skripsi, tesis, dll. Cukup kamu jadi ketum parpol dan banggain bapak kamu akan dapat segalanya'",2,8
119,🌸. TeaAra setress 👍🏻,b'Hah anjir kok bahas parpol.. \n\nHah.. Apanih.. https://t.co/4GrczGIcwL',0,0
120,WongFekok 🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,b'RT @SantorinisSun: Kenyataan pahit seringkali dialami oleh seorg yg kapasitas sebenarnya cuma sebatas pion!\nDibutuhkan utk maju paling dpn\xe2\x80\xa6',26,0
121,Iyun 🇮🇩🇵🇸,b'@MardaniAliSera terima kasih pks semoga ada parpol lain yg ikut\n\n#PKSTolakPajakSembako \n#PKSTolakPajakSembako',0,1
122,"abdul hanif, AJ","b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
123,Hadycrbn,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
124,Dirwan Rosdi,b'@Hendra70840212 @BERKARYA_NET Emangnya ada yg maksa #MahasiswaMatiSuri  untuk berdemo yah ? \nini khan cuma nyampein aja kalo ternyata generasi sekarang ini #MahasiswaMatiSuri beneran.  Cuma bisa netek ngandalin aksi generasi tua lewat parpol dah kesumpel salak.',2,7
125,#Lakilaponto,"b'@Dirwan_Rosdi @BERKARYA_NET Mahasiswa kuliah bayar sendiri, bahkan ada yg rela sambil bekerja.\n\nDan sekarang dibilang mati suri?\n\nEnak bener,,,nohh ajak parpol parpol yg punya masa melimpah,dana melimpah bahkan parpol juga dibiayai negara masih anteng2 saja.\n\n#ParpolMatiSuri'",0,0
126,🐂TukangNyolongBANSOS🐂,b'RT @kanitanafiza: Mahasiswa sekarang apa lbh sibuk drpd mahasiswa sblm era reformasi? Informasi ttg negri yg amburadul dlm genggaman bisa a\xe2\x80\xa6',2,0
127,Joko S👆,"b'@VIVAcoid ""Terbaik"" atau terbalik min?setahuku ybs ketua parpol tp parpolnya diduga kuat parpol terkorup...jadi aneh kl terbaik\xf0\x9f\x98\xa4'",0,0
128,#Lakilaponto,"b'@Dirwan_Rosdi @BERKARYA_NET Suka\xc2\xb2 para mahasiswa dong, itu kan hak mereka. Kami harus taat peraturan yg dibuat oleh pihak kampus. Gini aja dahhh Suruh aja sono #ParpolMatiSuri yg demo, zaman pak SBY aja ada kok parpol yg berani demo.'",0,0
129,Hendri Imran Mansyur,b'RT @tjeeeloup: Apakah ada parpol yg berani demo ke istana negara selain PDIP?\n\nBagiku parpol oposisi terbaik adalah PDIP.\n\nDorong parpol u/\xe2\x80\xa6',4,0
130,TJELOUP ™,"b'RT @CasperBeWin1: @tjeeeloup Kebijakan dari para elit parpol,ini menjadi tanggung jawab untuk memakmurkan rakyatnya,bukan mempersulit rakya\xe2\x80\xa6'",1,0
131,satar,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
132,GotoTheJek,b'RT @HunterJagar: Barang rongsok mau dipoles kayak apa saja tetap tak laku dan tidak ada nilai jual\n\nJenderal rasa kopral\nhttps://t.co/YuuKv\xe2\x80\xa6',27,0
133,Casper Be Win,"b'@tjeeeloup Kebijakan dari para elit parpol,ini menjadi tanggung jawab untuk memakmurkan rakyatnya,bukan mempersulit rakyat.\n\n#ParpolMatiSuri'",1,0
134,LIRANEWS.COM,b'Enam Ketua Parpol di Probolinggo Mangkir dalam MoU Dana\xc2\xa0Banpol https://t.co/iPjtAgdqzm',0,0
135,K_I_N_A_N ☘♈📌,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
136,Aprilia,b'RT @HunterJagar: Barang rongsok mau dipoles kayak apa saja tetap tak laku dan tidak ada nilai jual\n\nJenderal rasa kopral\nhttps://t.co/YuuKv\xe2\x80\xa6',27,0
137,🔰KanjengRaden™,b'RT @SantorinisSun: Kenyataan pahit seringkali dialami oleh seorg yg kapasitas sebenarnya cuma sebatas pion!\nDibutuhkan utk maju paling dpn\xe2\x80\xa6',26,0
138,Adi Winata,b'@mohmahfudmd Mestinya tdk dihapus prof. Tapi perlu penjelasan yg rinci. Bagaimanapun dan siapapun presiden adl orang nomor satu di negara ini. Hrs dilindungi dari orang2 yg tdk suka hanya berbeda parpol perbedaan strategi dll',0,0
139,Ferry WF,b'RT @HunterJagar: Barang rongsok mau dipoles kayak apa saja tetap tak laku dan tidak ada nilai jual\n\nJenderal rasa kopral\nhttps://t.co/YuuKv\xe2\x80\xa6',27,0
140,Malique,b'RT @HunterJagar: Barang rongsok mau dipoles kayak apa saja tetap tak laku dan tidak ada nilai jual\n\nJenderal rasa kopral\nhttps://t.co/YuuKv\xe2\x80\xa6',27,0
141,#Lakilaponto,b'@BalADEva_ @BERKARYA_NET Dikit\xc2\xb2 akan membungkit. Kan parpol punya basis masa juga. Gimana sih ente!. Mahasiwa juga punya keterbatasan',0,0
142,Suara Rakyat,"b'@KompasTV Tak mudah Utk Gatot Nurmantyo  Utk bisa mencalonkan diri di Pilpres 2024, karena belum tentu ada Parpol Yg mengusung, kalaupun ada Hrs memenuhi persyaratan Yg sudah ditentukan, sementara calon independen tak ada dalam Pilpres'",0,0
143,A_t_i_k_a_h_,b'RT @SantorinisSun: Kenyataan pahit seringkali dialami oleh seorg yg kapasitas sebenarnya cuma sebatas pion!\nDibutuhkan utk maju paling dpn\xe2\x80\xa6',26,0
144,Cuitanland,b'@Simpangan2024 Judulnya sadis \n\nAGAR DILIRIK PARPOL \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3',0,1
145,Wyanda Rabbani 🇮🇩🇵🇸,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
146,"ir. Athrun,MM🇲🇨🇵🇸","b'RT @Jhonkosmik: Terkait pemilu 2024.\n\nSikap sy jelas dan tegas, hanya akan membantu mensosialisasikan dukungan untuk parpol yang berkoalisi\xe2\x80\xa6'",15,0
147,#Lakilaponto,b'@tc_dan_ojol @iler_tuanku @BERKARYA_NET Iya. Kira\xc2\xb2 Ada ngga Parpol yg  mengulang kejadian itu ?',0,0
148,KPU Kabupaten Sumba Tengah,"b'RT @KPU_ID: 1. #TemanPemilih, Anggt KPU RI Evi Novida Ginting Manik mnghadiri keg. Eval. Pelksanaan Pemilihan Bupati Kab Indragiri Hulu Thn\xe2\x80\xa6'",101,0
149,dp_koesmirah,b'RT @tjeeeloup: sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener\xe2\x80\xa6',7,0
150,Pedri Fans,b'RT @SantorinisSun: Kenyataan pahit seringkali dialami oleh seorg yg kapasitas sebenarnya cuma sebatas pion!\nDibutuhkan utk maju paling dpn\xe2\x80\xa6',26,0
151,BalADEva,"b'@Hendra70840212 @BERKARYA_NET Parpol yg Oposisi di DPR dikit, jadi ga mempan klo demo terpisah. kursi di DPR dikit.. lupa sama sumpah pemuda? justru mahasiswa itu yg jadi garis depannya rakyat. sudah cukup umur, berwawasan, melek teknologi, bisa filter informasi. ga prlu demo, cukup kirim surat cinta ke DPR.'",0,3
152,BLACK GARUDA,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
153,Junto,b'RT @HunterJagar: Barang rongsok mau dipoles kayak apa saja tetap tak laku dan tidak ada nilai jual\n\nJenderal rasa kopral\nhttps://t.co/YuuKv\xe2\x80\xa6',27,0
154,BalADEva,"b'@BERKARYA_NET Parpol yg Oposisi di DPR dikit, jadi ga mempan klo demo terpisah. Mahasiswa juga ga prlu demo, cukup kirim surat cinta ke DPR. Mahasiswa punya suara, punya hak untuk bersuara. cukup umur. BEM banyak tp ga ada yg mikirin negara. BEM cuman buat pelengkap CV.'",0,0
155,#Lakilaponto,b'@iler_tuanku @BERKARYA_NET Kalau gitu gabungkan aja Parpol Oposisi dengan Mahasiswa. Di zaman Pemerintahan SBY ada kok parpol turun kejalan.',0,0
156,Kepo Azza,b'@rmol_id Cuma saran aja...kalo bisa jangan cuma coronya duank yg dibersihkan tp abisi jg smua koruptor kakapnya meski ada di tubuh parpol penguasa skalepun...berani bertindak hebat...aq kasih 2 jempol buat klean',0,0
157,Yo ndak tau kok tanya saya,"b'RT @NorthPapua2021: @ngdalam @PNS_Ababil hasil pengelolaan negara yg planga plongo. ga punya pengawasan, ga punya program jelas, semua kebi\xe2\x80\xa6'",1,0
158,BalADEva,"b'@tjeeeloup hashtag aja ada perpecahan.. iya masih ada parpol oposisi. sabar.. minimal mahasiswa bersuara aja, sekarang ga prlu turun demo, ga mempan.. klo mahasiswa meramaikan hashtag, kesadaran masyarakat tetang situasi negara bisa meningkat cepat. ikut serta perjuangan naik.'",0,0
159,Ones Anja,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
160,Herlin,b'RT @SantorinisSun: Kenyataan pahit seringkali dialami oleh seorg yg kapasitas sebenarnya cuma sebatas pion!\nDibutuhkan utk maju paling dpn\xe2\x80\xa6',26,0
161,Xman warior,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
162,Kaldu Bantal,"b'@Hendra70840212 @BERKARYA_NET Parpol berkarya di bidang politik dan DPR,\nKrn jika parpol oposisi turun ke jalan maka gak akan ada efek bagi pemerintah Krn mrk tau itu cm oposisi.\nBrbda dgn mahasiswa,knp rakyat berharap pd mahasiswa ,Krn mahasiswa selama ini menggaungkan diri sbg agen kontrol yg mewakili masy'",0,12
163,muhamad daud🇲🇨🇵🇸,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
164,BalADEva,b'@tjeeeloup besok aja parpol mati suri. gantian..',0,0
165,afi kusumo,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
166,Bésame Mucho,"b'RT @BERKARYA_NET: Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adj\xe2\x80\xa6'",28,0
167,Mulyadi.Gunawan,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
168,Gama de Lama..🇲🇨,"b'RT @tjeeeloup: Mahasiswa kuliah bayar sendiri, bahkan ada yg rela sambil bekerja.\n\nDan sekarang dibilang mati suri?\n\nEnak bener,,,nohh ajak\xe2\x80\xa6'",2,0
169,Mucho™,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
170,Rommy,b'RT @RyaWiedy: Sy pendukung @jokowi  tp sy bkn anggota atau simpatisan parpol manapun. \n\nSy hny sedikit jengah dg cara\xc2\xb2 pencitraan politisi\xe2\x80\xa6',1,0
171,BERKARYA NETWORK 🛰️,"b'Sudah loe jawab sendiri. Kalau parpol ""mati suri,"" terus kalian PUBG, gitu?! Agen of change kok nunggu, dari twit loe adja keliatan mental kalean gimana . https://t.co/b9fkLjo2iS'",28,131
172,Hamzah,"b'@tjeeeloup Parpol demo , padahal punya wakil di dpr? Liar biasa aneh . Demo parpol itu cuku seperti diluar negeri sana . Misalnya ada yg matikan mic . Langsung di hantamkan kursi . Itu sdh demo yang hebat'",0,0
173,Dwiki Dharmawan,"b'Yth para anggota DPR RI dan Elite Parpol Mari kita tunjukkan komitmen kebangsaan yang tinggi dengan bersatu menolak penerapan PPN dibidang pendidika. Sebagai wujud komitmen pada Pancasila, UUD 1946 dan nilai2 luhur bangsa, persatuan dan masa depan pendidikan Indonesia'",1,1
174,Budi K,"b'@tjeeeloup Parpol banyak kartu matinya, barter mentri/wamen, kalo gak diobok2 &amp; dikudeta\nTumbangkan ibuSuri\n\n#ParpolMatiSuri'",0,0
175,WIBISANA,b'RT @djokoAdv: @PKSejahtera @FPKSDPRRI Klo PKS terus membuat gaduh dan kacau alam berpikir publik.....rakyat tentu semakin Muak..harusnya Pa\xe2\x80\xa6',8,0
176,💚Kanza💚🌄,"b'Mahasiswa sekarang apa lbh sibuk drpd mahasiswa sblm era reformasi? Informasi ttg negri yg amburadul dlm genggaman bisa akses, update kpn aja tp kepekaan sosial, mengejar keadilan spt padam spiritnya. \nProaktif dekati n ajak tokoh masy, kader parpol, ulama utk perbaiki negri ini'",2,36
177,Binregar,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
178,🇲🇨💚🇯🇴,b'@tjeeeloup Masak tidak ada satupun parpol yang berani turun ke jalan ajak konsetwennya untuk tolak segala kebijakan ug memberatkan rakyatnya?  \n#ParpolMatiSuri\n#ParpolMatiSuri',0,0
179,Leo,b'@FerdinandHaean3 Kalau parpol ogah ya susah bro',0,0
180,Gado Gado Enak,b'Alasan yang sama ini juga menyebabkan Airlangga menjadi lirikan parpol lainnya sebagai pendamping dari calon mereka  #TetapAirlangga2024 #Airlangga2024\nhttps://t.co/R7xwK3RR2b',0,1
181,💫®️💫,b'@tjeeeloup @dd9966 Semua parpol udah sekolam...parpol mana yg turun bang\xf0\x9f\x98\x80\xf0\x9f\x98\x80\xf0\x9f\x98\x80',0,0
182,Gama de Lama..🇲🇨,b'RT @tjeeeloup: sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener\xe2\x80\xa6',7,0
183,Jack,b'RT @tjeeeloup: sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener\xe2\x80\xa6',7,0
184,Fatruk kulla ma siwalah,b'RT @tjeeeloup: sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener\xe2\x80\xa6',7,0
185,Ide2nesia,"b'@ArisWila @P3nj3l4j4h_id @Kemenag_RI Mau pemerintah Indonesia menjadi baik ?\n\nMari kita suarakan ""Pembenahan Parpol"", karena ""Pembenahan Parpol"" adalah satu2nya jalan untuk perbaiki pemerintah &amp; bawa kesejahteraan bagi rakyat Indonesia\n\nSilahkan baca artikel ini :\n\nhttps://t.co/lO5b5uydo2\n\n\xf0\x9f\x99\x8f\nhttps://t.co/kSoDnmcGAa'",0,1
186,Pedang Langit,b'Tolak PPn pendidikan. Banyak sekolah swasta yg nolak BOS karena benar-benar mau bantu pemerintah dalam pemerataan pendidikan. Bukannya mereka diapresiasi. Kok malah mo dipalaki. \n\nhttps://t.co/61Cj9MU8to\n\nhttps://t.co/61Cj9MU8to',0,1
187,Rya Wiedy,"b'@koko_dhoni @jokowi Yg di pucuk parpol msh pegang paradigma lama, hasilnya ya msh gitu\xc2\xb2 aja si...'",0,1
188,Dd_sRB9,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
189,𝘾𝙣𝙘 𝙋𝙧𝙤𝙜𝙧𝙖𝙢𝙢𝙚𝙧®,b'RT @tjeeeloup: sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener\xe2\x80\xa6',7,0
190,KAMI OPOSISIII,"b'RT @tjeeeloup: Yang teriak #MahasiswaMatiSuri coba tengok anak anda, adek anda, atau saudara anda.\n\nBetapa besar perjuangan mereka untuk me\xe2\x80\xa6'",1,0
191,Ertugrul,"b'RT @tjeeeloup: Mahasiswa kuliah bayar sendiri, bahkan ada yg rela sambil bekerja.\n\nDan sekarang dibilang mati suri?\n\nEnak bener,,,nohh ajak\xe2\x80\xa6'",2,0
192,TJELOUP ™,"b'Yang teriak #MahasiswaMatiSuri coba tengok anak anda, adek anda, atau saudara anda.\n\nBetapa besar perjuangan mereka untuk mendapatkan gelar sarjana.\n\nEmange hny mahasiswa yg suruh urus negara?\n\nNohh...ajak parpol parpol untuk demo. BERANI...???\n\n#ParpolMatiSuri'",1,6
193,#Lakilaponto,"b'@tjeeeloup Sepakat. Memang tugas mahasiswa sebagai agen of change, agen of control, dan agen of pembaharu,, tapikan mereka punya keterbatasan juga. Kalau gabung dengan parpol boleh lah. \n\n#ParpolMatiSuri'",0,0
194,gunawan,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
195,Ninisso,b'RT @perludem: Diskusi Pemilu dan Demokrasi Vol.11 \n\n\xe2\x80\x9cVerifikasi Parpol Peserta Pemilu: Karpet Merah untuk Parpol Parlemen dan Ketidakbulata\xe2\x80\xa6',4,0
196,Adinda Zahrany,b'RT @tjeeeloup: sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener\xe2\x80\xa6',7,0
197,TJELOUP ™,"b'Mahasiswa kuliah bayar sendiri, bahkan ada yg rela sambil bekerja.\n\nDan sekarang dibilang mati suri?\n\nEnak bener,,,nohh ajak parpol parpol yg punya masa melimpah,dana melimpah bahkan parpol juga dibiayai negara masih anteng2 saja.\n\n#ParpolMatiSuri'",2,5
198,Aynisa,"b'@EteK3W3r Mahasiswa turun ke jalan, sedangkan parpol mantau di media sosial, mahasiswa banyak yang jadi korban.\nParpol melenggang \xf0\x9f\xa5\xb1'",0,1
199,NorthPapua,"b'@ngdalam @PNS_Ababil hasil pengelolaan negara yg planga plongo. ga punya pengawasan, ga punya program jelas, semua kebijakan dibuat demi kepentingan parpol walau menyengsarakan rakyat.'",1,1
200,Ivantka.noto,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
201,Gerson AHS,b'RT @HunterJagar: Barang rongsok mau dipoles kayak apa saja tetap tak laku dan tidak ada nilai jual\n\nJenderal rasa kopral\nhttps://t.co/YuuKv\xe2\x80\xa6',27,0
202,Aynisa,b'RT @tjeeeloup: sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener\xe2\x80\xa6',7,0
203,Yanapud,b'@tjeeeloup Maksudnya parpol turun ke jalan untuk di bubarin\xf0\x9f\x98\x81',0,1
204,Julio Oscar De La Hoya,"b'@coachtimo Klo gak salah, parpolnya merkel kurang kuat vs parpol oposisinya to pakde. Mungkin pada bosen ama merkel lawan politiknya'",0,1
205,TJELOUP ™,"b'sudah cukup dan stop provokasi mahasiswa u/ turun ke jalan selama blm ada partai politik yg mau turun ke jalan.\n\nEnak bener mahasiwa turun ke jalan, sedangkan parpol yg jelas2 pny masa sampe dana masih duduk manis dan kadernya hny mampu crigis di sosmed.\n\n\xf0\x9f\x91\x87\n\n#ParpolMatiSuri'",7,31
206,Indonesia,b'RT @HunterJagar: Barang rongsok mau dipoles kayak apa saja tetap tak laku dan tidak ada nilai jual\n\nJenderal rasa kopral\nhttps://t.co/YuuKv\xe2\x80\xa6',27,0
207,Baby Alien👽,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
208,J. Pringgo,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
209,Ertugrul,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
210,Luas,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
211,QueenKhalita🤎,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
212,Dua Periode Masih Kurang,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
213,🇮🇩🇵🇸Sulistriadi🇵🇸🇮🇩,"b'RT @abu_waras: Jika di Pilpres 2024 ada 3 Pasangan Calon, dengan komposisi pasangan seperti ini, siapa yang akan anda pilih? \n\n*Bantu  RT a\xe2\x80\xa6'",217,0
214,🇲🇨Wied🇵🇸,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
215,Difabilitas/NoPecundang,"b'RT @HeriSuwondo2: Bbrp th kedepan mgkn lbh byk Prof Dr di istana, senayan, pemda &amp; DPRD drpd di kampus2. Jadi Guru Besar tak mudah. Wajib t\xe2\x80\xa6'",2,0
216,Indonesia,b'RT @SantorinisSun: Kenyataan pahit seringkali dialami oleh seorg yg kapasitas sebenarnya cuma sebatas pion!\nDibutuhkan utk maju paling dpn\xe2\x80\xa6',26,0
217,Mystic Lady,b'@tjeeeloup Setuju.  \nKecuali parpol gerombolan bangsat bangsa.',0,1
218,Budi K,b'RT @tjeeeloup: Apakah ada parpol yg berani demo ke istana negara selain PDIP?\n\nBagiku parpol oposisi terbaik adalah PDIP.\n\nDorong parpol u/\xe2\x80\xa6',4,0
219,Mystic Lady,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
220,Malin Kondangan,b'Tolong dibantu list janji2 kampanye Pak Jae yang sudah dipenuhi...??\n1. Kartu Sehat KIS. (Yes)\n2. Buy back Indosat (No)\n3. Tol Laut (No)\n4. Tidak mengangkat Menteri dari    Parpol (No)\n5. \n6.\n7.\n8.\n\n\xf0\x9f\x99\x84\xf0\x9f\x99\x84\xf0\x9f\x99\x84',0,1
221,Jokondo kondo,b'RT @tjeeeloup: Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,0
222,TJELOUP ™,b'Yan setuju PARPOL turun ke jalan.\n\nRETWEET \xf0\x9f\x94\x82.\n\n#ParpolMatiSuri',21,30
223,Hendra197071,b'@renandabachtar Pembegal parpol saja dimaafkan',0,0
